nomedepartamento;nomelinha;sublinha;no_gerencia;gerencia;categoria;subcategoria
Artesanato;Patch e Costura;::unspecified::;9;CL - CAMEBA/UD/3P;Puro 3P;Artesanato
Artesanato;Patch e Costura;Acessórios para Patch e Costura;9;CL - CAMEBA/UD/3P;Puro 3P;Artesanato
Artesanato;Patch e Costura;Base, Régua e Gabarito;9;CL - CAMEBA/UD/3P;Puro 3P;Artesanato
Artesanato;Patch e Costura;Linhas para Costura;9;CL - CAMEBA/UD/3P;Puro 3P;Artesanato
Artesanato;Patch e Costura;Matrizes e Botões;9;CL - CAMEBA/UD/3P;Puro 3P;Artesanato
Artesanato;Patch e Costura;Patch e Costura;9;CL - CAMEBA/UD/3P;Puro 3P;Artesanato
Artesanato;Sublimação e Customização;::unspecified::;9;CL - CAMEBA/UD/3P;Puro 3P;Artesanato
Artesanato;Sublimação e Customização;Acessórios para Sublimação;9;CL - CAMEBA/UD/3P;Puro 3P;Artesanato
Artesanato;Sublimação e Customização;Equipamentos para Sublimação;9;CL - CAMEBA/UD/3P;Puro 3P;Artesanato
Artesanato;Sublimação e Customização;Embalagens;9;CL - CAMEBA/UD/3P;Puro 3P;Artesanato
Artesanato;Tecido;::unspecified::;9;CL - CAMEBA/UD/3P;Puro 3P;Artesanato
Artesanato;Tecido;Entretela;9;CL - CAMEBA/UD/3P;Puro 3P;Artesanato
Artesanato;Tecido;Especial;9;CL - CAMEBA/UD/3P;Puro 3P;Artesanato
Artesanato;Tecido;Sintético;9;CL - CAMEBA/UD/3P;Puro 3P;Artesanato
Artesanato;Tecido;Tecido;9;CL - CAMEBA/UD/3P;Puro 3P;Artesanato
Artesanato;Tecido;Natural;9;CL - CAMEBA/UD/3P;Puro 3P;Artesanato
Artesanato;Tecido;Artificial;9;CL - CAMEBA/UD/3P;Puro 3P;Artesanato
Artesanato;Tecido;Malha;9;CL - CAMEBA/UD/3P;Puro 3P;Artesanato
Artesanato;Agulhas;;9;CL - CAMEBA/UD/3P;Puro 3P;Artesanato
Artesanato;Bordado;;9;CL - CAMEBA/UD/3P;Puro 3P;Artesanato
Artesanato;Crochê e Tricô;;9;CL - CAMEBA/UD/3P;Puro 3P;Artesanato
Artesanato;EVA;;9;CL - CAMEBA/UD/3P;Puro 3P;Artesanato
Artesanato;Outros Artesanatos;;9;CL - CAMEBA/UD/3P;Puro 3P;Artesanato
Artesanato;Patch e Costura;;9;CL - CAMEBA/UD/3P;Puro 3P;Artesanato
Artesanato;Sublimação e Customização;;9;CL - CAMEBA/UD/3P;Puro 3P;Artesanato
Artesanato;Tecido;;9;CL - CAMEBA/UD/3P;Puro 3P;Artesanato
Artigos para Festas;Artigos Descartáveis;Copos Descartáveis;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Artigos Descartáveis;Pratos Descartáveis;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Artigos Descartáveis;Talheres Descartáveis;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Artigos Descartáveis;Guardanapos Descartáveis;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Artigos Descartáveis;Adereços;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Artigos Descartáveis;NA;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Artigos Descartáveis;Novidades em Artigos para Festas;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Artigos Descartáveis;Toalhas Descartáveis;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Embalagens Personalizadas;::unspecified::;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Embalagens Personalizadas;Embalagens;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Embalagens Personalizadas;Embalagens Personalizadas;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Embalagens Personalizadas;Tubetes e Tampas;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Embalagens Personalizadas;Mini Caçarolas;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Festa a Fantasia;Adereços;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Festa a Fantasia;Maquiagem para Festas;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Festa a Fantasia;NA;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Itens para Decoração;::unspecified::;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Itens para Decoração;Balões Metalizados;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Itens para Decoração;Bexigas e Balões;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Itens para Decoração;Decoração de Ambiente;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Itens para Decoração;Decoração de Bolo;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Itens para Decoração;Decoração de Mesa;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Itens para Decoração;Itens para Decoração;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Itens para Decoração;Cubos e Prateleiras;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Lembrancinhas;::unspecified::;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Lembrancinhas;Lembrancinhas;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Lembrancinhas;Novidades em Artigos para Festas;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Lembrancinhas;Objetos Decorativos;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Lembrancinhas;Porta-retratos;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Lembrancinhas;Pulseiras;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Lembrancinhas;Adereços;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Lembrancinhas;Bermudas e Shorts;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Lembrancinhas;Cartões Comemorativos;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Lembrancinhas;Embalagens;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Lembrancinhas;Ferramentas para Jardim;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Lembrancinhas;Jogos Xbox One;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Lembrancinhas;Maquiagem para Festas;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Lembrancinhas;Monitores Cardíacos;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Lembrancinhas;Ofertas de Parceiros;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Lembrancinhas;Peças em EVA;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Lembrancinhas;Proteínas;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Lembrancinhas;Tela para Notebook;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Lembrancinhas;Tubetes e Tampas;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Artigos Descartáveis;;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Embalagens Personalizadas;;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Festa a Fantasia;;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Itens para Decoração;;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Artigos para Festas;Lembrancinhas;;9;CL - CAMEBA/UD/3P;Puro 3P;Artigos para Festas
Áudio;::unspecified::;::unspecified::;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Caixas Acústicas;::unspecified::;4;Info/Áudio/Games/Cam.;Áudio;Caixas de Som
Áudio;Caixas Acústicas;Amplificadores e Cubos;4;Info/Áudio/Games/Cam.;Áudio;Caixas de Som
Áudio;Caixas Acústicas;Caixas Acústicas;4;Info/Áudio/Games/Cam.;Áudio;Caixas de Som
Áudio;Caixas Acústicas;Camisetas;4;Info/Áudio/Games/Cam.;Áudio;Caixas de Som
Áudio;Caixas Acústicas;Cartão de Memória;4;Info/Áudio/Games/Cam.;Áudio;Caixas de Som
Áudio;Caixas Acústicas;Óculos de Realidade Virtual;4;Info/Áudio/Games/Cam.;Áudio;Caixas de Som
Áudio;Caixas Acústicas;Suspensão;4;Info/Áudio/Games/Cam.;Áudio;Caixas de Som
Áudio;Caixas Acústicas;Tanque de Tinta;4;Info/Áudio/Games/Cam.;Áudio;Caixas de Som
Áudio;Caixas Acústicas;Teclados;4;Info/Áudio/Games/Cam.;Áudio;Caixas de Som
Áudio;Caixas Acústicas;Acessórios para Banheiras;4;Info/Áudio/Games/Cam.;Áudio;Caixas de Som
Áudio;Caixas Acústicas;Acessórios para Som;4;Info/Áudio/Games/Cam.;Áudio;Caixas de Som
Áudio;Caixas Acústicas;Arandelas;4;Info/Áudio/Games/Cam.;Áudio;Caixas de Som
Áudio;Caixas Acústicas;Cadeiras para Áreas Externas;4;Info/Áudio/Games/Cam.;Áudio;Caixas de Som
Áudio;Caixas Acústicas;Cristianismo;4;Info/Áudio/Games/Cam.;Áudio;Caixas de Som
Áudio;Caixas Acústicas;Furadeiras;4;Info/Áudio/Games/Cam.;Áudio;Caixas de Som
Áudio;Caixas Acústicas;Infantil - de 4 a 10 anos;4;Info/Áudio/Games/Cam.;Áudio;Caixas de Som
Áudio;Caixas Acústicas;Players;4;Info/Áudio/Games/Cam.;Áudio;Caixas de Som
Áudio;Despertadores e Rádio Relógio;::unspecified::;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Despertadores e Rádio Relógio;Despertadores e Rádio Relógio;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Despertadores e Rádio Relógio;Projetores;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Dock Station;::unspecified::;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Dock Station;Dock Station;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Dock Station;Som Portátil;4;Info/Áudio/Games/Cam.;Áudio;Som Portátil
Áudio;Dock Station;Acessórios para Banheiras;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Dock Station;Carregador de celular;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Dock Station;Tanque de Tinta;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;DVD e Blu-Ray Players;DVD Player;4;Info/Áudio/Games/Cam.;Áudio;Media Players
Áudio;DVD e Blu-Ray Players;Saídas de Praia;4;Info/Áudio/Games/Cam.;Áudio;Media Players
Áudio;Fones de Ouvido;::unspecified::;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;acessorios e perifericos;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Acessórios e Periféricos;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Acessórios para Banheiras;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Acessórios para Notebook;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Acessórios para PC;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Agasalhos;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Ampliador de Tela e Controles;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Apoios Ergométricos;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Cabos e Adaptadores;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Cabos e Conectores para TVs;3;Telas;Acessórios para TVs;Acessórios para TVs
Áudio;Fones de Ouvido;Caixas Acústicas;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Caixas de Som;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Calças;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Capa para celular;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Capas para PC e Periféricos;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Fones de Ouvido;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Mesas para Áreas Externas;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Naninha;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Ofertas de Parceiros;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Outros old2;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Para Banheiro;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Pijamas;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Placa para PC;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Porta-retratos;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Proteção para Motociclistas;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Sapatilhas;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Suportes para Tv;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Tanque de Tinta;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Toca Discos/Fitas;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Volantes;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Óculos 3D;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Bíblia;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Mochila Casual;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Peças para Freio;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Sandálias;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Tambor de Freio;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;Tênis Esportivo;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Gravadores Digitais;::unspecified::;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Gravadores Digitais;Acessórios para Banheiras;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Gravadores Digitais;Gravadores Digitais;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Gravadores Digitais;Minidrones;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Gravadores Digitais;Outros;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Gravadores Digitais;Softwares;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Micro e Mini System;::unspecified::;4;Info/Áudio/Games/Cam.;Áudio;Mini System
Áudio;Micro e Mini System;Ampliador de Tela e Controles;4;Info/Áudio/Games/Cam.;Áudio;Mini System
Áudio;Micro e Mini System;Caixas de Som;4;Info/Áudio/Games/Cam.;Áudio;Mini System
Áudio;Micro e Mini System;Laser;4;Info/Áudio/Games/Cam.;Áudio;Mini System
Áudio;Micro e Mini System;Mini System;4;Info/Áudio/Games/Cam.;Áudio;Mini System
Áudio;Micro e Mini System;Óculos de Realidade Virtual;4;Info/Áudio/Games/Cam.;Áudio;Mini System
Áudio;Micro e Mini System;Agasalhos;4;Info/Áudio/Games/Cam.;Áudio;Mini System
Áudio;Micro e Mini System;Ofertas de Parceiros;4;Info/Áudio/Games/Cam.;Áudio;Mini System
Áudio;Micro e Mini System;Peças para Freio;4;Info/Áudio/Games/Cam.;Áudio;Mini System
Áudio;Micro e Mini System;Suspensão;4;Info/Áudio/Games/Cam.;Áudio;Mini System
Áudio;MP3 e MP4 Players;::unspecified::;4;Info/Áudio/Games/Cam.;Áudio;Media Players
Áudio;MP3 e MP4 Players;Acessórios para Banheiras;4;Info/Áudio/Games/Cam.;Áudio;Media Players
Áudio;MP3 e MP4 Players;Blusas;4;Info/Áudio/Games/Cam.;Áudio;Media Players
Áudio;MP3 e MP4 Players;Capa para Bancos;4;Info/Áudio/Games/Cam.;Áudio;Media Players
Áudio;MP3 e MP4 Players;Conjunto de Pratos;4;Info/Áudio/Games/Cam.;Áudio;Media Players
Áudio;MP3 e MP4 Players;Players;4;Info/Áudio/Games/Cam.;Áudio;Media Players
Áudio;MP3 e MP4 Players;Volantes;4;Info/Áudio/Games/Cam.;Áudio;Media Players
Áudio;MP3 e MP4 Players;Acessórios para Rodas;4;Info/Áudio/Games/Cam.;Áudio;Media Players
Áudio;MP3 e MP4 Players;ipods e acessorios;4;Info/Áudio/Games/Cam.;Áudio;Media Players
Áudio;MP3 e MP4 Players;Lonas;4;Info/Áudio/Games/Cam.;Áudio;Media Players
Áudio;Som Portátil;::unspecified::;4;Info/Áudio/Games/Cam.;Áudio;Som Portátil
Áudio;Som Portátil;Acessórios para Banheiras;4;Info/Áudio/Games/Cam.;Áudio;Som Portátil
Áudio;Som Portátil;Caixas de Som;4;Info/Áudio/Games/Cam.;Áudio;Som Portátil
Áudio;Som Portátil;Cama Box  Solteiro;4;Info/Áudio/Games/Cam.;Áudio;Som Portátil
Áudio;Som Portátil;Camisetas;4;Info/Áudio/Games/Cam.;Áudio;Som Portátil
Áudio;Som Portátil;Mamadeiras;4;Info/Áudio/Games/Cam.;Áudio;Som Portátil
Áudio;Som Portátil;Naninha;4;Info/Áudio/Games/Cam.;Áudio;Som Portátil
Áudio;Som Portátil;Óculos de Realidade Virtual;4;Info/Áudio/Games/Cam.;Áudio;Som Portátil
Áudio;Som Portátil;Projetores;4;Info/Áudio/Games/Cam.;Áudio;Som Portátil
Áudio;Som Portátil;Som Portátil;4;Info/Áudio/Games/Cam.;Áudio;Som Portátil
Áudio;Som Portátil;Suspensão;4;Info/Áudio/Games/Cam.;Áudio;Som Portátil
Áudio;Som Portátil;Tanque de Tinta;4;Info/Áudio/Games/Cam.;Áudio;Som Portátil
Áudio;Som Portátil;Tênis Casual;4;Info/Áudio/Games/Cam.;Áudio;Som Portátil
Áudio;Som Portátil;Blu-Ray;4;Info/Áudio/Games/Cam.;Áudio;Som Portátil
Áudio;Som Portátil;Adaptador de Tomada;4;Info/Áudio/Games/Cam.;Áudio;Som Portátil
Áudio;Som Portátil;Martelos e Marteletes Elétricos;4;Info/Áudio/Games/Cam.;Áudio;Som Portátil
Áudio;Toca Discos/Fitas;::unspecified::;4;Info/Áudio/Games/Cam.;Áudio;Receiver/Linha Retrô
Áudio;Toca Discos/Fitas;Suporte;4;Info/Áudio/Games/Cam.;Áudio;Receiver/Linha Retrô
Áudio;Toca Discos/Fitas;Toca Discos/Fitas;4;Info/Áudio/Games/Cam.;Áudio;Receiver/Linha Retrô
Áudio;;;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Caixas Acústicas;;4;Info/Áudio/Games/Cam.;Áudio;Caixas de Som
Áudio;Despertadores e Rádio Relógio;;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Dock Station;;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Fones de Ouvido;;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Gravadores Digitais;;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Gravadores Digitais;Saídas de Praia;4;Info/Áudio/Games/Cam.;Áudio;Acessórios Áudio
Áudio;Micro e Mini System;;4;Info/Áudio/Games/Cam.;Áudio;Mini System
Áudio;Micro e Mini System;Romance;4;Info/Áudio/Games/Cam.;Áudio;Mini System
Áudio;MP3 e MP4 Players;;4;Info/Áudio/Games/Cam.;Áudio;Media Players
Áudio;Som Portátil;;4;Info/Áudio/Games/Cam.;Áudio;Som Portátil
Áudio;Toca Discos/Fitas;;4;Info/Áudio/Games/Cam.;Áudio;Receiver/Linha Retrô
Automotivo;::unspecified::;::unspecified::;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Acessórios Automotivos;::unspecified::;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Acessórios Automotivos;acessorios;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Acessórios Automotivos;Acessórios;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Acessórios Automotivos;Acessórios Externos;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Acessórios Automotivos;Acessórios Internos;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Acessórios Automotivos;Adesivos para Carros;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Acessórios Automotivos;Antenas;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Acessórios Automotivos;Apliques;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Acessórios Automotivos;Capas para Carro e Estepe;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Acessórios Automotivos;Jato de Tinta;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Acessórios Automotivos;Organizadores;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Acessórios Automotivos;Poltronas;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Acessórios Automotivos;Portáteis;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Acessórios Automotivos;Protetores Automotivos;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Acessórios Automotivos;Suporte de Bicicleta para Carro;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Acessórios Automotivos;Volantes;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Acessórios Automotivos;Bancos e Banquetas;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Acessórios Automotivos;Chinelos;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Acessórios Automotivos;Dianteiro;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Acessórios Automotivos;Formatura;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Acessórios Automotivos;Grampeadores e Grampos;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Acessórios Automotivos;História;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Acessórios Automotivos;Produtos Ortopédicos;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Acessórios Automotivos;Roupas de Banho;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Alarmes e Segurança;::unspecified::;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Alarmes e Segurança;Acessórios de Segurança Automotiva;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Alarmes e Segurança;Alarmes;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Alarmes e Segurança;Itens de Segurança;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Alarmes e Segurança;Kits de Segurança;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Alarmes e Segurança;Sensor de Estacionamento e Câmera de Ré;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Alarmes e Segurança;Travas;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Alimentação de Combustível;::unspecified::;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Alimentação de Combustível;Peças de Alimentação;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Alimentação de Combustível;Alimentação de Combustível;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Alimentação de Combustível;Bico Injetor;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Alimentação de Combustível;Bomba de Combustível;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Amortecedores;::unspecified::;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Amortecedores;Acessórios e Kits;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Amortecedores;Amortecedores;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Autopeças;::unspecified::;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Autopeças;Ferramentas Automotivas;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
Automotivo;Autopeças;Parafuso;7;CL - Auto e Ferramentas;Automotivo;Outras partes e peças
